Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
1,2,5,2,2,4
23,2,5,53,46,99
18,2,5,41,36,77
19,2,5,44,38,82
28,2,5,66,56,122
3,1,2,2,3,5
17,1,2,10,17,27
20,2,5,59,40,99
9,2,5,27,18,45
18,1,2,18,18,36
4,1,2,4,4,8
18,1,2,18,18,36
12,1,2,8,12,20
4,1,2,3,4,7
5,1,2,3,5,8
17,13,35,350,221,571
23,1,2,17,23,40
9,1,2,7,9,16
29,13,35,476,377,853
23,11,30,409,253,662
20,1,2,15,20,35
9,12,33,127,108,235
2,12,33,28,24,52
26,8,21,316,208,524
15,1,2,15,15,30
28,11,30,515,308,823
1,11,30,19,11,30
3,1,4,9,3,12
27,12,33,371,324,695
19,12,33,261,228,489
2,1,4,5,2,7
2,1,4,5,2,7
16,1,2,16,16,32
30,2,5,71,60,131
17,1,4,50,17,67
26,1,4,76,26,102
1,755,1215,411,755,1166
1,461,742,185,461,646
1,755,1215,241,755,996
1,461,742,251,461,712
1,1482,2384,807,1482,2289
1,1482,2384,854,1482,2336
1,1482,2384,854,1482,2336
1,755,1215,436,755,1191
2,45,120,119,90,209
1,59,159,75,59,134
10,2,5,22,20,42
18,2,5,40,36,76
19,2,5,34,38,72
19,2,5,34,38,72
8,3,9,36,24,60
30,2,5,59,60,119
25,2,5,59,50,109
16,2,5,38,32,70
10,2,5,28,20,48
30,2,5,84,60,144
27,2,5,51,54,105
2,2,5,4,4,8
7,2,5,15,14,29
19,2,5,40,38,78
23,3,9,111,69,180
3,3,9,14,9,23
22,4,10,128,88,216
28,4,10,162,112,274
11,2,5,21,22,43
6,2,5,17,12,29
13,2,5,38,26,64
14,2,5,25,28,53
6,3,9,32,18,50
21,3,9,113,63,176
15,2,5,35,30,65
7,2,5,16,14,30
7,2,5,16,14,30
17,2,5,40,34,74
24,2,5,71,48,119
27,2,5,59,54,113
10,2,5,19,20,39
21,7,9,-3,147,144
11,7,9,20,77,97
12,7,9,1,84,85
6,7,9,11,42,53
27,3,8,107,81,188
28,3,8,111,84,195
3,3,8,10,9,19
28,3,8,136,84,220
23,9,24,257,207,464
24,9,24,354,216,570
28,9,24,279,252,531
27,13,35,396,351,747
16,13,35,218,208,426
4,13,35,78,52,130
20,13,35,342,260,602
28,13,35,489,364,853
22,13,35,345,286,631
11,13,35,234,143,377
5,13,35,103,65,168
10,13,35,175,130,305
6,13,35,82,78,160
12,13,35,247,156,403
3,13,35,64,39,103
20,13,35,433,260,693
10,13,35,196,130,326
19,13,35,312,247,559
16,13,35,229,208,437
30,13,35,650,390,1040
9,13,35,157,117,274
1,13,35,15,13,28
6,21,55,197,126,323
11,21,55,362,231,593
19,21,55,573,399,972
15,42,54,123,630,753
3,38,50,33,114,147
24,42,54,145,1008,1153
15,42,54,67,630,697
14,38,50,0,532,532
6,42,54,59,252,311
1,1266,2320,497,1266,1763
1,1252,2295,882,1252,2134
1,1252,2295,722,1252,1974
1,1252,2295,538,1252,1790
1,1252,2295,538,1252,1790
1,1252,2295,630,1252,1882
1,1252,2295,882,1252,2134
1,295,540,234,295,529
1,1266,2320,961,1266,2227
1,2171,3578,1335,2171,3506
1,1555,2443,864,1555,2419
1,1519,2443,753,1519,2272
1,1083,1701,431,1083,1514
1,2171,3578,656,2171,2827
1,2171,3578,942,2171,3113
1,2171,3578,942,2171,3113
1,2171,3578,942,2171,3113
1,344,540,191,344,535
1,713,1120,261,713,974
1,1555,2443,864,1555,2419
1,344,540,110,344,454
1,2171,3578,1335,2171,3506
22,26,70,629,572,1201
20,26,70,852,520,1372
24,26,70,1022,624,1646
15,26,70,650,390,1040
15,3,9,87,45,132
22,8,21,189,176,365
5,8,21,43,40,83
27,1,2,23,27,50
29,1,2,25,29,54
17,1,2,17,17,34
19,1,2,19,19,38
16,2,5,46,32,78
16,13,35,341,208,549
7,1,4,17,7,24
21,1,4,50,21,71
25,1,2,19,25,44
4,1,2,3,4,7
2,2,5,5,4,9
13,2,5,31,26,57
4,2,5,9,8,17
27,1,2,18,27,45
29,1,2,20,29,49
22,1,2,15,22,37
28,1,2,19,28,47
14,1,2,10,14,24
7,2,5,20,14,34
23,2,5,68,46,114
28,11,30,473,308,781
8,12,33,163,96,259
18,12,33,366,216,582
21,12,33,427,252,679
20,1,4,54,20,74
25,1,4,68,25,93
13,12,33,179,156,335
3,12,33,41,36,77
29,2,5,86,58,144
27,2,5,80,54,134
14,1,4,40,14,54
26,1,2,19,26,45
7,1,4,20,7,27
20,1,4,58,20,78
19,2,5,55,38,93
21,2,5,61,42,103
17,1,2,15,17,32
8,1,4,23,8,31
24,1,4,68,24,92
1,1482,2384,521,1482,2003
1,755,1215,266,755,1021
1,461,742,185,461,646
1,1482,2384,854,1482,2336
1,1482,2384,592,1482,2074
1,1482,2384,568,1482,2050
1,461,742,125,461,586
15,24,64,590,360,950
8,2,5,24,16,40
2,4,10,12,8,20
1,2,5,3,2,5
4,2,5,12,8,20
4,4,10,15,16,31
13,2,5,29,26,55
11,2,5,24,22,46
17,3,9,99,51,150
27,4,10,124,108,232
27,4,10,124,108,232
24,2,5,55,48,103
30,2,5,69,60,129
2,4,10,9,8,17
28,4,10,129,112,241
2,4,10,9,8,17
11,4,10,48,44,92
27,7,9,1,189,190
26,7,9,19,182,201
21,3,8,81,63,144
18,8,22,165,144,309
22,8,22,206,176,382
6,8,22,81,48,129
27,8,22,247,216,463
14,8,22,190,112,302
29,8,22,272,232,504
19,8,22,249,152,401
25,8,22,339,200,539
21,9,24,305,189,494
8,9,24,80,72,152
5,9,24,74,45,119
22,9,24,319,198,517
4,13,35,87,52,139
16,13,35,251,208,459
17,13,35,350,221,571
13,13,35,281,169,450
29,13,35,628,377,1005
9,13,35,185,117,302
24,13,35,469,312,781
19,13,35,371,247,618
22,13,35,345,286,631
13,13,35,281,169,450
9,13,35,148,117,265
27,13,35,471,351,822
4,13,35,85,52,137
30,13,35,618,390,1008
16,21,55,509,336,845
3,21,55,79,63,142
30,38,50,345,1140,1485
10,38,50,115,380,495
22,38,50,66,836,902
16,38,50,160,608,768
5,38,50,8,190,198
4,42,54,20,168,188
14,42,54,32,588,620
16,42,54,71,672,743
15,38,50,15,570,585
1,1898,3375,768,1898,2666
1,1252,2295,1020,1252,2272
1,1266,2320,636,1266,1902
1,420,769,334,420,754
1,295,540,234,295,529
1,1266,2320,961,1266,2227
1,1252,2295,538,1252,1790
1,713,1120,362,713,1075
1,344,540,185,344,529
1,344,540,120,344,464
18,26,70,779,468,1247
9,26,70,383,234,617
11,26,70,453,286,739
2,26,70,57,52,109
27,3,9,157,81,238
6,1,2,6,6,12
26,1,2,22,26,48
16,1,2,14,16,30
11,1,2,11,11,22
22,1,2,22,22,44
22,13,35,476,286,762
10,13,35,217,130,347
11,13,35,238,143,381
19,1,4,56,19,75
1,2,5,3,2,5
13,1,4,38,13,51
30,9,25,323,270,593
27,12,33,407,324,731
26,12,33,392,312,704
6,2,5,11,12,23
17,1,2,17,17,34
9,1,2,9,9,18
28,2,5,83,56,139
1,2,5,3,2,5
7,1,2,7,7,14
3,2,5,8,6,14
4,2,5,11,8,19
8,2,5,23,16,39
4,2,5,12,8,20
6,1,4,18,6,24
29,1,4,86,29,115
16,1,2,10,16,26
21,9,25,331,189,520
9,9,25,142,81,223
10,2,5,28,20,48
24,2,5,67,48,115
26,12,33,529,312,841
19,12,33,386,228,614
11,1,4,26,11,37
25,1,4,59,25,84
11,1,2,6,11,17
9,1,2,5,9,14
9,1,2,5,9,14
12,2,5,34,24,58
17,2,5,48,34,82
9,2,5,25,18,43
26,1,2,15,26,41
1,1482,2384,592,1482,2074
1,461,742,251,461,712
1,755,1215,205,755,960
1,1482,2384,854,1482,2336
1,461,742,229,461,690
1,1482,2384,473,1482,1955
1,461,742,125,461,586
27,24,64,838,648,1486
8,24,64,207,192,399
10,45,120,618,450,1068
25,2,5,74,50,124
15,2,5,44,30,74
16,2,5,47,32,79
4,2,5,12,8,20
8,2,5,23,16,39
10,4,10,58,40,98
5,4,10,29,20,49
15,2,5,42,30,72
18,2,5,50,36,86
29,2,5,55,58,113
30,2,5,57,60,117
8,2,5,15,16,31
16,2,5,45,32,77
16,2,5,45,32,77
2,2,5,6,4,10
20,2,5,58,40,98
9,2,5,25,18,43
21,2,5,59,42,101
9,3,9,52,27,79
21,2,5,61,42,103
24,2,5,70,48,118
6,3,9,28,18,46
10,3,9,47,30,77
22,2,5,62,44,106
12,2,5,34,24,58
15,2,5,31,30,61
16,2,5,33,32,65
27,2,5,78,54,132
8,2,5,23,16,39
24,3,9,109,72,181
10,7,9,14,70,84
3,7,9,6,21,27
30,7,9,3,210,213
4,7,9,0,28,28
11,7,9,15,77,92
13,7,9,0,91,91
27,7,9,15,189,204
20,7,9,17,140,157
17,3,8,55,51,106
8,3,8,37,24,61
15,3,8,59,45,104
23,3,8,75,69,144
2,3,8,8,6,14
20,3,8,74,60,134
8,8,22,73,64,137
6,8,22,81,48,129
28,8,22,256,224,480
23,8,22,287,184,471
18,8,22,165,144,309
16,8,22,210,128,338
17,8,22,234,136,370
5,8,22,69,40,109
18,9,24,175,162,337
12,9,24,174,108,282
21,9,24,249,189,438
18,13,35,371,234,605
8,13,35,165,104,269
12,13,35,256,156,412
12,13,35,256,156,412
25,13,35,428,325,753
28,13,35,400,364,764
23,13,35,474,299,773
26,13,35,454,338,792
17,13,35,368,221,589
4,13,35,57,52,109
14,13,35,288,182,470
5,13,35,73,65,138
25,13,35,541,325,866
10,13,35,213,130,343
7,13,35,144,91,235
8,13,35,173,104,277
15,13,35,293,195,488
24,13,35,511,312,823
28,13,35,596,364,960
13,13,35,268,169,437
2,13,35,31,26,57
2,13,35,41,26,67
3,21,55,99,63,162
13,42,54,9,546,555
20,42,54,229,840,1069
29,38,50,247,1102,1349
10,42,54,98,420,518
13,38,50,150,494,644
25,38,50,275,950,1225
15,38,50,165,570,735
27,42,54,3,1134,1137
1,42,54,0,42,42
24,42,54,3,1008,1011
21,42,54,48,882,930
30,38,50,330,1140,1470
28,42,54,276,1176,1452
23,38,50,23,874,897
10,38,50,55,380,435
1,1252,2295,1020,1252,2272
1,1266,2320,544,1266,1810
1,1266,2320,544,1266,1810
1,1252,2295,722,1252,1974
1,1252,2295,745,1252,1997
1,1266,2320,1008,1266,2274
1,1252,2295,722,1252,1974
1,1266,2320,799,1266,2065
1,1252,2295,538,1252,1790
1,1266,2320,961,1266,2227
1,1252,2295,722,1252,1974
1,344,540,174,344,518
1,1555,2443,864,1555,2419
1,2171,3578,1264,2171,3435
1,487,783,280,487,767
1,2171,3578,942,2171,3113
1,344,540,120,344,464
1,1083,1701,346,1083,1429
1,2171,3578,1371,2171,3542
1,1083,1701,295,1083,1378
1,1083,1701,397,1083,1480
1,713,1120,261,713,974
1,487,783,194,487,681
1,344,540,174,344,518
1,487,783,132,487,619
1,344,540,110,344,454
1,2171,3578,1371,2171,3542
30,26,70,1047,780,1827
18,26,70,742,468,1210
24,26,70,821,624,1445
18,26,70,767,468,1235
6,3,9,35,18,53
25,3,9,101,75,176
4,1,2,4,4,8
29,1,2,28,29,57
7,1,2,7,7,14
29,2,5,67,58,125
13,2,5,30,26,56
5,11,30,94,55,149
5,1,2,4,5,9
30,2,5,89,60,149
30,2,5,89,60,149
7,13,35,149,91,240
9,12,33,177,108,285
15,11,30,222,165,387
6,1,2,6,6,12
17,1,2,16,17,33
18,1,2,17,18,35
20,2,5,38,40,78
21,2,5,40,42,82
29,2,5,55,58,113
10,2,5,28,20,48
30,2,5,84,60,144
5,9,25,54,45,99
11,1,2,10,11,21
3,1,4,7,3,10
6,1,4,15,6,21
3,1,2,2,3,5
29,1,2,19,29,48
22,1,2,14,22,36
17,1,4,46,17,63
12,8,21,111,96,207
1,1,2,1,1,2
24,1,2,18,24,42
16,1,2,15,16,31
12,2,5,23,24,47
12,8,21,151,96,247
17,1,2,12,17,29
22,1,4,47,22,69
13,1,2,12,13,25
10,1,2,10,10,20
25,1,4,71,25,96
22,1,4,62,22,84
1,461,742,251,461,712
1,1482,2384,807,1482,2289
1,1482,2384,854,1482,2336
1,1482,2384,378,1482,1860
1,1482,2384,854,1482,2336
1,1482,2384,854,1482,2336
1,1482,2384,568,1482,2050
1,1482,2384,854,1482,2336
1,461,742,185,461,646
13,24,64,487,312,799
16,24,64,497,384,881
19,2,5,40,38,78
19,2,5,40,38,78
26,2,5,77,52,129
12,4,10,56,48,104
3,2,5,8,6,14
11,2,5,31,22,53
3,4,10,17,12,29
1,4,10,6,4,10
20,4,10,118,80,198
6,4,10,35,24,59
4,2,5,9,8,17
28,2,5,64,56,120
13,4,10,77,52,129
28,4,10,165,112,277
2,4,10,12,8,20
13,2,5,38,26,64
3,2,5,9,6,15
18,2,5,52,36,88
27,2,5,80,54,134
27,2,5,80,54,134
9,4,10,42,36,78
19,2,5,44,38,82
4,2,5,9,8,17
30,2,5,87,60,147
5,2,5,12,10,22
8,2,5,18,16,34
20,2,5,58,40,98
3,3,9,17,9,26
30,3,9,175,90,265
17,3,9,78,51,129
7,3,9,32,21,53
19,2,5,45,38,83
26,7,9,47,182,229
8,7,9,15,56,71
30,7,9,55,210,265
5,7,9,2,35,37
20,7,9,15,140,155
20,3,8,98,60,158
16,3,8,77,48,125
9,8,22,124,72,196
24,8,22,325,192,517
2,8,22,18,16,34
14,8,22,190,112,302
17,8,22,186,136,322
16,8,22,147,128,275
12,8,22,157,96,253
12,8,22,163,96,259
15,8,22,197,120,317
30,8,22,413,240,653
27,9,24,269,243,512
27,9,24,262,243,505
23,9,24,334,207,541
13,9,24,189,117,306
27,13,35,396,351,747
17,13,35,362,221,583
28,13,35,489,364,853
4,13,35,63,52,115
24,13,35,410,312,722
3,13,35,62,39,101
24,13,35,520,312,832
26,13,35,563,338,901
3,13,35,65,39,104
3,13,35,64,39,103
18,13,35,257,234,491
28,13,35,400,364,764
29,13,35,425,377,802
14,13,35,298,182,480
21,13,35,411,273,684
17,13,35,368,221,589
11,13,35,238,143,381
21,13,35,381,273,654
4,13,35,85,52,137
26,13,35,554,338,892
8,13,35,173,104,277
5,13,35,73,65,138
17,13,35,267,221,488
16,13,35,346,208,554
30,13,35,639,390,1029
5,13,35,108,65,173
11,13,35,192,143,335
28,13,35,596,364,960
21,21,55,668,441,1109
29,21,55,731,609,1340
15,21,55,494,315,809
25,38,50,138,950,1088
29,38,50,29,1102,1131
9,42,54,21,378,399
28,42,54,321,1176,1497
3,42,54,18,126,144
7,42,54,80,294,374
6,38,50,18,228,246
20,38,50,200,760,960
1,1266,2320,636,1266,1902
1,420,769,180,420,600
1,1266,2320,752,1266,2018
1,1266,2320,752,1266,2018
1,1252,2295,1020,1252,2272
1,1252,2295,951,1252,2203
1,1252,2295,951,1252,2203
1,1252,2295,722,1252,1974
1,1266,2320,1031,1266,2297
1,1266,2320,892,1266,2158
1,420,769,334,420,754
1,1266,2320,544,1266,1810
1,1266,2320,1008,1266,2274
1,420,769,188,420,608
1,1266,2320,1008,1266,2274
1,308,565,178,308,486
1,308,565,246,308,554
1,1266,2320,961,1266,2227
1,420,769,249,420,669
1,2171,3578,1157,2171,3328
1,487,783,280,487,767
1,1083,1701,346,1083,1429
1,1555,2443,839,1555,2394
1,2171,3578,656,2171,2827
1,1083,1701,244,1083,1327
1,2171,3578,942,2171,3113
1,1083,1701,550,1083,1633
1,2171,3578,942,2171,3113
1,1555,2443,375,1555,1930
1,344,540,185,344,529
1,487,783,132,487,619
1,487,783,132,487,619
1,2171,3578,1335,2171,3506
1,2171,3578,1335,2171,3506
1,2171,3578,620,2171,2791
24,26,70,1039,624,1663
30,26,70,879,780,1659
27,1,2,15,27,42
10,1,2,6,10,16
28,1,2,16,28,44
9,8,21,77,72,149
23,8,21,198,184,382
6,8,21,52,48,100
28,11,29,374,308,682
24,11,29,321,264,585
15,11,29,192,165,357
20,11,29,256,220,476
22,13,35,476,286,762
6,13,35,130,78,208
8,2,5,19,16,35
30,2,5,71,60,131
13,2,5,38,26,64
22,9,25,237,198,435
26,9,25,280,234,514
29,9,25,312,261,573
24,11,30,326,264,590
8,1,2,4,8,12
22,1,4,60,22,82
11,1,4,30,11,41
6,1,4,16,6,22
24,9,25,360,216,576
13,9,25,195,117,312
5,1,2,3,5,8
9,1,2,5,9,14
11,1,2,6,11,17
2,9,25,29,18,47
20,9,25,285,180,465
30,1,2,28,30,58
1,1,2,1,1,2
14,1,2,11,14,25
5,1,2,4,5,9
22,9,25,253,198,451
27,9,25,311,243,554
29,9,25,450,261,711
12,9,25,186,108,294
14,11,30,262,154,416
24,11,30,449,264,713
18,11,30,337,198,535
11,2,5,32,22,54
6,2,5,18,12,30
6,1,4,14,6,20
10,1,4,23,10,33
22,2,5,43,44,87
16,2,5,31,32,63
19,1,4,54,19,73
9,1,4,26,9,35
19,1,4,55,19,74
14,9,25,217,126,343
6,9,25,93,54,147
9,9,25,140,81,221
1,1482,2384,401,1482,1883
1,755,1215,448,755,1203
1,461,742,177,461,638
1,1482,2384,854,1482,2336
1,755,1215,193,755,948
1,1482,2384,854,1482,2336
9,24,64,337,216,553
10,59,159,666,590,1256
25,2,5,74,50,124
27,2,5,80,54,134
10,2,5,23,20,43
13,3,9,70,39,109
14,3,9,75,42,117
5,4,10,30,20,50
11,4,10,65,44,109
26,2,5,77,52,129
20,2,5,59,40,99
29,2,5,81,58,139
3,2,5,8,6,14
6,2,5,17,12,29
15,2,5,42,30,72
12,2,5,35,24,59
17,2,5,49,34,83
28,2,5,59,56,115
12,3,9,68,36,104
2,3,9,11,6,17
8,3,9,38,24,62
20,3,9,95,60,155
17,2,5,33,34,67
6,2,5,17,12,29
11,2,5,32,22,54
1,2,5,2,2,4
2,3,9,11,6,17
4,3,9,23,12,35
2,7,9,3,14,17
28,7,9,53,196,249
15,7,9,21,105,126
11,7,9,4,77,81
5,7,9,4,35,39
25,7,9,41,175,216
16,3,8,79,48,127
15,3,8,73,45,118
21,3,8,98,63,161
17,3,8,67,51,118
30,8,22,407,240,647
4,8,22,44,32,76
23,8,22,211,184,395
25,8,22,312,200,512
14,8,22,184,112,296
23,8,22,256,184,440
27,8,22,372,216,588
30,9,24,400,270,670
7,9,24,102,63,165
20,9,24,194,180,374
10,9,24,100,90,190
18,9,24,261,162,423
5,9,24,49,45,94
1,13,35,20,13,33
12,13,35,209,156,365
16,13,35,341,208,549
29,13,35,628,377,1005
14,13,35,239,182,421
3,13,35,44,39,83
14,13,35,200,182,382
24,13,35,494,312,806
2,13,35,43,26,69
15,13,35,309,195,504
24,13,35,352,312,664
21,13,35,455,273,728
2,13,35,43,26,69
4,13,35,70,52,122
20,13,35,272,260,532
12,13,35,188,156,344
27,13,35,585,351,936
9,13,35,132,117,249
6,13,35,128,78,206
18,13,35,390,234,624
18,13,35,371,234,605
12,13,35,256,156,412
17,13,35,297,221,518
4,13,35,57,52,109
12,13,35,205,156,361
8,13,35,170,104,274
3,13,35,52,39,91
3,13,35,47,39,86
18,13,35,314,234,548
2,13,35,35,26,61
5,13,35,82,65,147
11,13,35,192,143,335
20,21,55,438,420,858
13,21,55,428,273,701
19,42,54,218,798,1016
29,38,50,73,1102,1175
22,42,54,110,924,1034
9,38,50,50,342,392
8,38,50,44,304,348
30,38,50,300,1140,1440
1,1266,2320,544,1266,1810
1,1898,3375,870,1898,2768
1,1252,2295,997,1252,2249
1,1252,2295,538,1252,1790
1,420,769,188,420,608
1,1252,2295,882,1252,2134
1,420,769,180,420,600
1,420,769,334,420,754
1,420,769,318,420,738
1,420,769,295,420,715
1,1266,2320,1008,1266,2274
1,420,769,318,420,738
1,1912,3400,740,1912,2652
1,1252,2295,997,1252,2249
1,2171,3578,1264,2171,3435
1,713,1120,138,713,851
1,2171,3578,942,2171,3113
1,1083,1701,550,1083,1633
1,1083,1701,312,1083,1395
1,1519,2443,606,1519,2125
1,344,540,174,344,518
1,713,1120,362,713,1075
1,344,540,120,344,464
1,1083,1701,550,1083,1633
1,344,540,83,344,427
1,487,783,194,487,681
1,1083,1701,550,1083,1633
1,344,540,83,344,427
1,344,540,191,344,535
1,2171,3578,1335,2171,3506
1,344,540,126,344,470
3,26,70,88,78,166
20,3,9,82,60,142
7,3,9,34,21,55
7,2,5,20,14,34
16,2,5,42,32,74
26,2,5,69,52,121
30,8,21,308,240,548
15,8,21,154,120,274
1,1,2,1,1,2
21,1,2,20,21,41
25,1,2,24,25,49
28,13,35,606,364,970
10,13,35,217,130,347
8,1,2,5,8,13
2,1,4,6,2,8
9,1,4,26,9,35
27,1,4,77,27,104
12,2,5,35,24,59
14,2,5,41,28,69
14,2,5,41,28,69
25,2,5,73,50,123
28,1,4,69,28,97
8,2,5,24,16,40
10,2,5,30,20,50
15,2,5,44,30,74
22,11,30,299,242,541
21,1,4,52,21,73
16,1,4,40,16,56
21,1,4,52,21,73
7,1,4,17,7,24
20,1,2,19,20,39
30,1,2,29,30,59
29,8,21,292,232,524
24,8,21,241,192,433
10,9,25,158,90,248
6,9,25,95,54,149
9,1,2,6,9,15
26,1,2,17,26,43
10,1,2,6,10,16
21,2,5,49,42,91
23,1,2,20,23,43
17,1,2,15,17,32
23,2,5,54,46,100
8,9,25,124,72,196
6,9,25,93,54,147
2,9,25,31,18,49
23,1,4,57,23,80
6,2,5,18,12,30
12,1,4,28,12,40
18,2,5,52,36,88
30,2,5,87,60,147
11,8,21,101,88,189
4,2,5,12,8,20
13,2,5,38,26,64
13,1,2,8,13,21
16,1,2,10,16,26
29,2,5,55,58,113
13,2,5,31,26,57
11,2,5,26,22,48
9,1,2,7,9,16
27,1,2,20,27,47
10,1,4,25,10,35
24,1,4,60,24,84
1,461,742,140,461,601
1,461,742,274,461,735
1,461,742,274,461,735
1,461,742,185,461,646
1,461,742,266,461,727
1,1482,2384,807,1482,2289
1,461,742,266,461,727
11,24,64,426,264,690
30,45,120,1458,1350,2808
1,59,159,67,59,126
6,2,5,17,12,29
12,2,5,34,24,58
7,2,5,20,14,34
3,2,5,9,6,15
1,2,5,3,2,5
20,2,5,53,40,93
10,2,5,21,20,41
19,2,5,40,38,78
10,3,9,59,30,89
23,3,9,136,69,205
14,2,5,29,28,57
9,2,5,19,18,37
24,2,5,71,48,119
2,2,5,6,4,10
16,2,5,45,32,77
8,2,5,15,16,31
29,3,9,137,87,224
23,3,9,109,69,178
20,3,9,116,60,176
26,4,10,151,104,255
25,4,10,145,100,245
7,2,5,21,14,35
27,2,5,76,54,130
5,2,5,14,10,24
1,3,9,6,3,9
6,3,9,34,18,52
17,2,5,37,34,71
25,2,5,55,50,105
19,2,5,55,38,93
16,2,5,46,32,78
26,7,9,15,182,197
24,7,9,39,168,207
19,7,9,36,133,169
9,7,9,3,63,66
15,7,9,6,105,111
25,7,9,41,175,216
14,7,9,10,98,108
24,7,9,33,168,201
26,3,8,128,78,206
16,3,8,77,48,125
13,8,22,119,104,223
29,8,22,393,232,625
24,8,22,325,192,517
4,8,22,54,32,86
19,8,22,262,152,414
28,8,22,263,224,487
21,9,24,305,189,494
13,9,24,154,117,271
6,9,24,87,54,141
7,13,35,144,91,235
24,13,35,520,312,832
24,13,35,469,312,781
16,13,35,274,208,482
9,13,35,157,117,274
20,13,35,293,260,553
22,13,35,376,286,662
12,13,35,188,156,344
15,13,35,325,195,520
15,13,35,220,195,415
10,13,35,213,130,343
2,13,35,31,26,57
23,13,35,401,299,700
13,13,35,277,169,446
28,13,35,596,364,960
19,13,35,411,247,658
3,13,35,49,39,88
2,13,35,29,26,55
4,13,35,57,52,109
13,13,35,268,169,437
29,13,35,455,377,832
24,21,55,539,504,1043
10,21,55,329,210,539
11,38,50,94,418,512
1,38,50,3,38,41
20,38,50,230,760,990
27,42,54,120,1134,1254
22,38,50,253,836,1089
14,42,54,138,588,726
29,42,54,19,1218,1237
1,1266,2320,961,1266,2227
1,1252,2295,997,1252,2249
1,1266,2320,1008,1266,2274
1,1252,2295,882,1252,2134
1,1266,2320,683,1266,1949
1,1266,2320,776,1266,2042
1,1252,2295,1020,1252,2272
1,1252,2295,997,1252,2249
1,1252,2295,630,1252,1882
1,1912,3400,1012,1912,2924
1,487,783,194,487,681
1,1083,1701,584,1083,1667
1,487,783,155,487,642
1,2171,3578,727,2171,2898
1,713,1120,250,713,963
1,713,1120,329,713,1042
1,344,540,174,344,518
1,2171,3578,1371,2171,3542
1,2171,3578,1371,2171,3542
1,344,540,126,344,470
1,1555,2443,864,1555,2419
1,1555,2443,717,1555,2272
1,713,1120,228,713,941
1,344,540,174,344,518
1,2171,3578,906,2171,3077
1,344,540,174,344,518
1,2171,3578,620,2171,2791
1,2171,3578,1335,2171,3506
24,26,70,821,624,1445
26,3,9,126,78,204
24,1,2,23,24,47
25,13,35,533,325,858
27,13,35,575,351,926
5,2,5,15,10,25
30,2,5,89,60,149
15,2,5,35,30,65
20,2,5,47,40,87
10,2,5,24,20,44
7,2,5,14,14,28
25,2,5,49,50,99
1,1,2,1,1,2
26,2,5,77,52,129
15,2,5,44,30,74
11,9,25,173,99,272
23,9,25,362,207,569
18,2,5,50,36,86
19,2,5,53,38,91
15,2,5,32,30,62
10,2,5,21,20,41
12,2,5,35,24,59
18,2,5,52,36,88
10,2,5,29,20,49
22,1,4,64,22,86
17,1,4,50,17,67
19,2,5,36,38,74
30,2,5,57,60,117
2,12,33,33,24,57
27,12,33,442,324,766
5,1,2,3,5,8
25,1,2,14,25,39
10,2,5,19,20,39
16,2,5,30,32,62
26,2,5,77,52,129
5,2,5,15,10,25
16,2,5,42,32,74
2,1,2,1,2,3
1,461,742,185,461,646
1,1482,2384,854,1482,2336
1,755,1215,193,755,948
1,461,742,147,461,608
1,1482,2384,401,1482,1883
1,1482,2384,878,1482,2360
1,1482,2384,521,1482,2003
2,24,64,77,48,125
7,45,120,508,315,823
5,45,120,243,225,468
18,2,5,53,36,89
3,2,5,9,6,15
9,2,5,26,18,44
10,2,5,29,20,49
22,2,5,62,44,106
18,2,5,50,36,86
6,2,5,11,12,23
25,3,9,121,75,196
6,4,10,28,24,52
1,4,10,4,4,8
22,4,10,84,88,172
4,2,5,8,8,16
10,2,5,19,20,39
29,3,9,140,87,227
29,2,5,55,58,113
8,2,5,15,16,31
13,2,5,31,26,57
11,2,5,26,22,48
2,2,5,6,4,10
18,2,5,53,36,89
17,3,9,96,51,147
8,2,5,22,16,38
10,3,9,40,30,70
2,3,9,8,6,14
16,7,9,26,112,138
28,7,9,21,196,217
2,7,9,4,14,18
11,7,9,4,77,81
8,7,9,0,56,56
7,3,8,34,21,55
17,3,8,55,51,106
13,3,8,61,39,100
9,3,8,36,27,63
19,3,8,75,57,132
12,3,8,58,36,94
11,3,8,36,33,69
9,8,22,82,72,154
8,8,22,73,64,137
27,8,22,247,216,463
1,8,22,13,8,21
23,8,22,312,184,496
27,8,22,265,216,481
19,9,24,276,171,447
5,9,24,59,45,104
16,13,35,229,208,437
5,13,35,72,65,137
13,13,35,268,169,437
18,13,35,308,234,542
22,13,35,315,286,601
9,13,35,157,117,274
10,13,35,206,130,336
8,13,35,170,104,274
21,13,35,330,273,603
7,13,35,110,91,201
27,13,35,424,351,775
25,13,35,384,325,709
7,13,35,110,91,201
6,13,35,124,78,202
12,13,35,260,156,416
7,13,35,152,91,243
30,13,35,429,390,819
26,13,35,554,338,892
11,13,35,180,143,323
16,38,50,16,608,624
19,38,50,19,722,741
2,42,54,10,84,94
7,38,50,60,266,326
28,42,54,276,1176,1452
26,42,54,129,1092,1221
28,42,54,139,1176,1315
18,42,54,197,756,953
4,42,54,39,168,207
4,42,54,44,168,212
1,1252,2295,538,1252,1790
1,1266,2320,1008,1266,2274
1,1266,2320,729,1266,1995
1,1266,2320,1031,1266,2297
1,420,769,334,420,754
1,1252,2295,538,1252,1790
